Store,CPI,Unemployment,Month,WeekOfYear,Weekly_Sales
1,1.0207448408910238,-0.08591336387920413,11,1.4992683431449296,1955624.11
1,1.0171558399958176,-0.08591336387920413,12,1.5700492520487674,1548033.78
1,1.0135668365595516,-0.08591336387920413,12,1.6408301609526053,1682614.26
1,1.0120259326384649,-0.08591336387920413,12,1.711611069856443,1891034.93
1,1.012021099542172,-0.08591336387920413,12,1.782391978760281,2387950.2
1,1.0120162689869396,-0.08591336387920413,12,1.853172887664119,1367320.01
1,1.0120114358906476,-0.13709319166244663,1,-1.7566534664316125,1444732.28
1,1.0133497868297892,-0.13709319166244663,1,-1.6858725575277747,1391013.96
1,1.0227472216530524,-0.13709319166244663,1,-1.6150916486239368,1327405.42
1,1.0321446564763164,-0.13709319166244663,1,-1.5443107397200988,1316899.31
1,1.0415420938406408,-0.13709319166244663,2,-1.473529830816261,1606629.58
1,1.0509395286639047,-0.13709319166244663,2,-1.4027489219124232,1649614.93
1,1.0588468172413923,-0.13709319166244663,2,-1.3319680130085854,1686842.78
1,1.066158049353417,-0.13709319166244663,2,-1.2611871041047473,1456800.28
1,1.0734692814654427,-0.13709319166244663,3,-1.1904061952009095,1636263.41
1,1.0807805135774675,-0.13709319166244663,3,-1.1196252862970717,1553191.63
1,1.0871752183485783,-0.13709319166244663,3,-1.0488443773932339,1576818.06
1,1.093203311675112,-0.13709319166244663,3,-0.978063468489396,1541102.38
1,1.099231405001645,-0.16908058402697293,4,-0.907282559585558,1495064.75
1,1.105259498328178,-0.16908058402697293,4,-0.8365016506817202,1614259.35
1,1.110785343504615,-0.16908058402697293,4,-0.7657207417778823,1559889.0
1,1.1150555746584625,-0.16908058402697293,4,-0.6949398328740445,1564819.81
1,1.1193258032712492,-0.16908058402697293,4,-0.6241589239702066,1455090.69
1,1.1235960318840366,-0.16908058402697293,5,-0.5533780150663687,1629391.28
1,1.1278662604968233,-0.16908058402697293,5,-0.4825971061625308,1604775.58
1,1.1220184579247814,-0.16908058402697293,5,-0.41181619725869295,1428218.27
1,1.1161706553527393,-0.16908058402697293,5,-0.3410352883548551,1466046.67
1,1.1103228502396374,-0.16908058402697293,6,-0.2702543794510172,1635078.41
1,1.1044750476675955,-0.16908058402697293,6,-0.19947347054717934,1588948.32
1,1.1033197978954057,-0.16908058402697293,6,-0.12869256164334147,1532114.86
1,1.1056839646288998,-0.16908058402697293,6,-0.0579116527395036,1438830.15
1,1.108048131362394,-0.019806086325849487,7,0.012869256164334273,1488538.09
1,1.1104122980958884,-0.019806086325849487,7,0.08365016506817215,1534849.64
1,1.1125450936849486,-0.019806086325849487,7,0.15443107397201,1455119.97
1,1.114099452519216,-0.019806086325849487,7,0.2252119828758479,1396926.82
1,1.1156538138945427,-0.019806086325849487,7,0.29599289177968574,1352219.79
1,1.11720817526987,-0.019806086325849487,8,0.3667738006835236,1624383.75
1,1.1187625366451968,-0.019806086325849487,8,0.4375547095873615,1525147.09
1,1.1203766917055167,-0.019806086325849487,8,0.5083356184911993,1530761.43
1,1.1220008128035122,-0.019806086325849487,8,0.5791165273950373,1464693.46
1,1.123624933901507,-0.019806086325849487,9,0.6498974362988751,1550229.22
1,1.1252490549995025,-0.019806086325849487,9,0.720678345202713,1540471.24
1,1.1298228767666194,-0.019806086325849487,9,0.7914592541065508,1514259.78
1,1.138329634453271,-0.019806086325849487,9,0.8622401630103887,1380020.27
1,1.1468363895988631,-0.019806086325849487,9,0.9330210719142266,1394561.83
1,1.1553431447444547,-0.07098591410909197,10,1.0038019808180645,1630989.95
1,1.1632180144773057,-0.07098591410909197,10,1.0745828897219023,1493525.93
1,1.167301571733714,-0.07098591410909197,10,1.1453637986257401,1502562.78
1,1.1713851289901218,-0.07098591410909197,10,1.2161447075295782,1445249.09
1,1.1754686862465296,-0.07098591410909197,11,1.286925616433416,1697229.58
1,1.1795522435029382,-0.07098591410909197,11,1.3577065253372538,1594938.89
1,1.1852041684578927,-0.07098591410909197,11,1.4284874342410916,1539483.7
1,1.1914834404922658,-0.07098591410909197,11,1.4992683431449296,2033320.66
1,1.197762709985579,-0.07098591410909197,12,1.5700492520487674,1584083.95
1,1.2040419820199524,-0.07098591410909197,12,1.6408301609526053,1799682.38
1,1.2095715244388214,-0.07098591410909197,12,1.711611069856443,1881176.67
1,1.214101429064391,-0.07098591410909197,12,1.782391978760281,2270188.99
1,1.2186313311489014,-0.07098591410909197,12,1.853172887664119,1497462.72
1,1.2231612357744712,-0.3471437348561709,1,-1.7566534664316125,1550369.92
1,1.227691137858981,-0.3471437348561709,1,-1.6858725575277747,1459601.17
1,1.2300584656712281,-0.3471437348561709,1,-1.6150916486239368,1394393.84
1,1.232425793483475,-0.3471437348561709,1,-1.5443107397200988,1319325.59
1,1.2347931212957222,-0.3471437348561709,2,-1.473529830816261,1636339.65
1,1.2371604491079693,-0.3471437348561709,2,-1.4027489219124232,1802477.43
1,1.241240891024706,-0.3471437348561709,2,-1.3319680130085854,1819870.0
1,1.2466061716961354,-0.3471437348561709,2,-1.2611871041047473,1539387.83
1,1.2519714523675647,-0.3471437348561709,3,-1.1904061952009095,1688420.76
1,1.2573367304979342,-0.3471437348561709,3,-1.1196252862970717,1675431.16
1,1.2612150107559796,-0.3471437348561709,3,-1.0488443773932339,1677472.78
1,1.26311062633724,-0.3471437348561709,3,-0.978063468489396,1511068.07
1,1.26500623937744,-0.3471437348561709,3,-0.907282559585558,1649604.63
1,1.2669018524176403,-0.45643399210163654,4,-0.8365016506817202,1899676.88
1,1.26879746545784,-0.45643399210163654,4,-0.7657207417778823,1621031.7
1,1.2701661617365838,-0.45643399210163654,4,-0.6949398328740445,1521577.87
1,1.2715348554742678,-0.45643399210163654,4,-0.6241589239702066,1468928.37
1,1.2729035517530114,-0.45643399210163654,5,-0.5533780150663687,1684519.99
1,1.274272248031756,-0.45643399210163654,5,-0.4825971061625308,1611096.05
1,1.2747045026816548,-0.45643399210163654,5,-0.41181619725869295,1595901.87
1,1.2747621847457127,-0.45643399210163654,5,-0.3410352883548551,1555444.55
1,1.2748198642687099,-0.45643399210163654,6,-0.2702543794510172,1624477.58
1,1.2748775463327677,-0.45643399210163654,6,-0.19947347054717934,1697230.96
1,1.2752119041016148,-0.45643399210163654,6,-0.12869256164334147,1630607.0
1,1.276237958755616,-0.45643399210163654,6,-0.0579116527395036,1527845.81
1,1.2772640108685576,-0.45643399210163654,6,0.012869256164334273,1540421.49
1,1.2782900629814988,-0.5817179455293652,7,0.08365016506817215,1769854.16
1,1.2793161176355001,-0.5817179455293652,7,0.15443107397201,1527014.04
1,1.2795338559925467,-0.5817179455293652,7,0.2252119828758479,1497954.76
1,1.279751591808534,-0.5817179455293652,7,0.29599289177968574,1439123.71
1,1.2799693301655812,-0.5817179455293652,8,0.3667738006835236,1631135.79
1,1.280187065981568,-0.5817179455293652,8,0.4375547095873615,1592409.97
1,1.2822193550208638,-0.5817179455293652,8,0.5083356184911993,1597868.05
1,1.2856125545307857,-0.5817179455293652,8,0.5791165273950373,1494122.38
1,1.2890057540407067,-0.5817179455293652,8,0.6498974362988751,1582083.4
1,1.2923989535506286,-0.5817179455293652,9,0.720678345202713,1661767.33
1,1.296032771122654,-0.5817179455293652,9,0.7914592541065508,1517428.87
1,1.3011102996083583,-0.5817179455293652,9,0.8622401630103887,1506126.06
1,1.306187828094063,-0.5817179455293652,9,0.9330210719142266,1437059.26
1,1.311265356579768,-0.7603142195646383,10,1.0038019808180645,1670785.97
1,1.3163428850654728,-0.7603142195646383,10,1.0745828897219023,1573072.81
1,1.317471796749823,-0.7603142195646383,10,1.1453637986257401,1508068.77
1,1.317942604363418,-0.7603142195646383,10,1.2161447075295782,1493659.74
2,0.9954402530115626,0.17318451427346063,2,-1.473529830816261,2136989.46
2,0.9991346545382691,0.17318451427346063,2,-1.4027489219124232,2137809.5
2,1.0003331963512225,0.17318451427346063,2,-1.3319680130085854,2124451.54
2,1.0011157615452186,0.17318451427346063,2,-1.2611871041047473,1865097.27
2,1.001898329280274,0.17318451427346063,3,-1.1904061952009095,1991013.13
2,1.00268089447427,0.17318451427346063,3,-1.1196252862970717,1990483.78
2,0.9985079808397742,0.17318451427346063,3,-1.0488443773932339,1946070.88
2,0.9935091540671971,0.17318451427346063,3,-0.978063468489396,1750197.81
2,0.9885103272946193,0.1070772367201055,4,-0.907282559585558,2066187.72
2,0.9835115005220422,0.1070772367201055,4,-0.8365016506817202,1954689.21
2,0.9801161614395238,0.1070772367201055,4,-0.7657207417778823,1874957.94
2,0.9788588067907721,0.1070772367201055,4,-0.6949398328740445,1821990.93
2,0.9776014521420195,0.1070772367201055,4,-0.6241589239702066,1802450.29
2,0.9763440974932671,0.1070772367201055,5,-0.5533780150663687,2042581.71
2,0.9762769296518914,0.1070772367201055,5,-0.4825971061625308,1880752.36
2,0.9833508801137122,0.1070772367201055,5,-0.41181619725869295,1896937.1
2,0.990424830575533,0.1070772367201055,5,-0.3410352883548551,1957113.89
2,0.9974987835784144,0.1070772367201055,6,-0.2702543794510172,2102539.93
2,1.004572734040235,0.1070772367201055,6,-0.19947347054717934,2025538.76
2,1.004513082654607,0.1070772367201055,6,-0.12869256164334147,2001636.96
2,1.0015999884971518,0.1070772367201055,6,-0.0579116527395036,1939927.09
2,0.9986868968807561,0.053231792906486324,7,0.012869256164334273,2003940.64
2,0.9957738027233011,0.053231792906486324,7,0.08365016506817215,1880902.62
2,0.9955721365713269,0.053231792906486324,7,0.15443107397201,1845879.79
2,0.9989857077599958,0.053231792906486324,7,0.2252119828758479,1781717.71
2,1.002399278948664,0.053231792906486324,7,0.29599289177968574,1804246.16
2,1.005812850137332,0.053231792906486324,8,0.3667738006835236,1991909.98
2,1.009226418784941,0.053231792906486324,8,0.4375547095873615,1895601.05
2,1.0083247820561574,0.053231792906486324,8,0.5083356184911993,1964335.23
2,1.0074231453273748,0.053231792906486324,8,0.5791165273950373,1863840.49
2,1.0065215060575312,0.053231792906486324,9,0.6498974362988751,1904608.09
2,1.0056198693287486,0.053231792906486324,9,0.720678345202713,1839128.83
2,1.0063169100632734,0.053231792906486324,9,0.7914592541065508,1793903.6
2,1.0082129550836887,0.053231792906486324,9,0.8622401630103887,1724557.22
2,1.0101090026451642,0.08735167809531465,10,0.9330210719142266,1827440.43
2,1.0120050502066396,0.08735167809531465,10,1.0038019808180645,1849921.44
2,1.0137034439500243,0.08735167809531465,10,1.0745828897219023,1794355.49
2,1.014907708230303,0.08735167809531465,10,1.1453637986257401,1737947.64
2,1.016111975051641,0.08735167809531465,10,1.2161447075295782,1802755.11
2,1.01731623933192,0.08735167809531465,11,1.286925616433416,1939061.41
2,1.018520503612198,0.08735167809531465,11,1.3577065253372538,1916812.74
2,1.015627072177724,0.08735167809531465,11,1.4284874342410916,1956739.17
2,1.012050690186928,0.08735167809531465,11,1.4992683431449296,2658725.29
2,1.0084743081961316,0.08735167809531465,12,1.5700492520487674,2015781.27
2,1.0048979262053355,0.08735167809531465,12,1.6408301609526053,2378726.55
2,1.0033668485636187,0.08735167809531465,12,1.711611069856443,2609166.75
2,1.0033697479131827,0.08735167809531465,12,1.782391978760281,3436007.68
2,1.0033726472627458,0.08735167809531465,12,1.853172887664119,1750434.55
2,1.0033755466123089,0.01538004527513008,1,-1.7566534664316125,1758050.79
2,1.0047167994420745,0.01538004527513008,1,-1.6858725575277747,1744193.58
2,1.0140881731530482,0.01538004527513008,1,-1.6150916486239368,1751384.9
2,1.0234595443229628,0.01538004527513008,1,-1.5443107397200988,1695371.68
2,1.0328309180339366,0.01538004527513008,2,-1.473529830816261,1929346.23
2,1.0422022917449112,0.01538004527513008,2,-1.4027489219124232,2168041.61
2,1.0500909899267756,0.01538004527513008,2,-1.3319680130085854,2080884.82
2,1.0573866148477236,0.01538004527513008,2,-1.2611871041047473,1833511.08
2,1.0646822397686724,0.01538004527513008,3,-1.1904061952009095,1981607.78
2,1.0719778672306812,0.01538004527513008,3,-1.1196252862970717,1879107.31
2,1.078355513865403,0.01538004527513008,3,-1.0488443773932339,1902557.66
2,1.0843659722349073,0.01538004527513008,3,-0.978063468489396,1766162.05
2,1.0903764306044117,-0.03633290571418803,4,-0.907282559585558,1800171.36
2,1.096386886432856,-0.03633290571418803,4,-0.8365016506817202,1847552.61
2,1.1018968931817483,-0.03633290571418803,4,-0.7657207417778823,1856467.84
2,1.10615577596123,-0.03633290571418803,4,-0.6949398328740445,1886339.6
2,1.1104146587407124,-0.03633290571418803,4,-0.6241589239702066,1745545.28
2,1.114673541520195,-0.03633290571418803,5,-0.5533780150663687,1837743.6
2,1.1189324242996765,-0.03633290571418803,5,-0.4825971061625308,1838513.07
2,1.1131135059576855,-0.03633290571418803,5,-0.41181619725869295,1688281.86
2,1.1072945901567535,-0.03633290571418803,5,-0.3410352883548551,1797732.56
2,1.1014756718147622,-0.03633290571418803,6,-0.2702543794510172,1933756.21
2,1.0956567534727704,-0.03633290571418803,6,-0.19947347054717934,1929153.16
2,1.0945097951796567,-0.03633290571418803,6,-0.12869256164334147,1953771.99
2,1.096866806287935,-0.03633290571418803,6,-0.0579116527395036,1790925.8
2,1.099223817396214,-0.07844963899414782,7,0.012869256164334273,1866243.0
2,1.1015808310455533,-0.07844963899414782,7,0.08365016506817215,1853161.99
2,1.103710689169149,-0.07844963899414782,7,0.15443107397201,1785187.29
2,1.105272668642628,-0.07844963899414782,7,0.2252119828758479,1743816.41
2,1.106834650657167,-0.07844963899414782,7,0.29599289177968574,1680693.06
2,1.1083966301306458,-0.07844963899414782,8,0.3667738006835236,1876704.26
2,1.109958609604124,-0.07844963899414782,8,0.4375547095873615,1812768.26
2,1.1115749677635427,-0.07844963899414782,8,0.5083356184911993,1844094.59
2,1.1132003898843046,-0.07844963899414782,8,0.5791165273950373,1821139.91
2,1.114825809464006,-0.07844963899414782,9,0.6498974362988751,1809119.7
2,1.116451231584768,-0.07844963899414782,9,0.720678345202713,1748000.65
2,1.1210151864155529,-0.07844963899414782,9,0.7914592541065508,1691439.52
2,1.1294971890948011,-0.07844963899414782,9,0.8622401630103887,1669299.78
2,1.1379791892329902,-0.07844963899414782,9,0.9330210719142266,1650394.44
2,1.1464611919122387,-0.2975632766911548,10,1.0038019808180645,1837553.43
2,1.1543129405393253,-0.2975632766911548,10,1.0745828897219023,1743882.19
2,1.1583831623123775,-0.2975632766911548,10,1.1453637986257401,1834680.25
2,1.1624533866264897,-0.2975632766911548,10,1.2161447075295782,1769296.25
2,1.1665236083995427,-0.2975632766911548,11,1.286925616433416,1959707.9
2,1.170593832713655,-0.2975632766911548,11,1.3577065253372538,1920725.15
2,1.1762218513752767,-0.2975632766911548,11,1.4284874342410916,1902762.5
2,1.1824729887923262,-0.2975632766911548,11,1.4992683431449296,2614202.3
2,1.1887241236683157,-0.2975632766911548,12,1.5700492520487674,1954952.0
2,1.1949752610853657,-0.2975632766911548,12,1.6408301609526053,2290549.32
2,1.2004831562133222,-0.2975632766911548,12,1.711611069856443,2432736.52
2,1.2050000607754687,-0.2975632766911548,12,1.782391978760281,3224369.8
2,1.209516967878675,-0.2975632766911548,12,1.853172887664119,1874226.52
2,1.2140338724408215,-0.5022825878241243,1,-1.7566534664316125,1799520.14
2,1.2185507795440278,-0.5022825878241243,1,-1.6858725575277747,1744725.48
2,1.2209145219204867,-0.5022825878241243,1,-1.6150916486239368,1711769.11
2,1.2232782642969457,-0.5022825878241243,1,-1.5443107397200988,1660906.14
2,1.2256420041323448,-0.5022825878241243,2,-1.473529830816261,1935299.94
2,1.2280057465088037,-0.5022825878241243,2,-1.4027489219124232,2103322.68
2,1.2320788625492993,-0.5022825878241243,2,-1.3319680130085854,2196688.46
2,1.2374340120141478,-0.5022825878241243,2,-1.2611871041047473,1861802.7
2,1.2427891589379358,-0.5022825878241243,3,-1.1904061952009095,1952555.66
2,1.2481443058617239,-0.5022825878241243,3,-1.1196252862970717,1937628.26
2,1.2520172270240377,-0.5022825878241243,3,-1.0488443773932339,1976082.13
2,1.2539138488650943,-0.5022825878241243,3,-0.978063468489396,1790439.16
2,1.25581047070615,-0.5022825878241243,3,-0.907282559585558,1857480.84
2,1.2577070925472058,-0.5907810400326479,4,-0.8365016506817202,2129035.91
2,1.2596037143882624,-0.5907810400326479,4,-0.7657207417778823,1935869.1
2,1.260968380545702,-0.5907810400326479,4,-0.6949398328740445,1847344.45
2,1.2623330467031422,-0.5907810400326479,4,-0.6241589239702066,1764133.09
2,1.2636977128605824,-0.5907810400326479,5,-0.5533780150663687,1923957.09
2,1.2650623790180227,-0.5907810400326479,5,-0.4825971061625308,1917520.99
2,1.265497149317412,-0.5907810400326479,5,-0.41181619725869295,2000940.67
2,1.2655599617817923,-0.5907810400326479,5,-0.3410352883548551,1912791.09
2,1.2656227742461728,-0.5907810400326479,6,-0.2702543794510172,1910092.37
2,1.2656855867105539,-0.5907810400326479,6,-0.19947347054717934,2010216.49
2,1.266022109462598,-0.5907810400326479,6,-0.12869256164334147,1962924.3
2,1.2670429066632718,-0.5907810400326479,6,-0.0579116527395036,1887733.21
2,1.268063703863945,-0.5907810400326479,6,0.012869256164334273,1881046.12
2,1.269084501064619,-0.7645792052132417,7,0.08365016506817215,2041507.4
2,1.270105295724233,-0.7645792052132417,7,0.15443107397201,1830075.13
2,1.2703196061912179,-0.7645792052132417,7,0.2252119828758479,1819666.46
2,1.2705339141171428,-0.7645792052132417,7,0.29599289177968574,1757923.88
2,1.2707482220430668,-0.7645792052132417,8,0.3667738006835236,1946104.64
2,1.2709625325100518,-0.7645792052132417,8,0.4375547095873615,1866719.96
2,1.2729885730825843,-0.7645792052132417,8,0.5083356184911993,1928016.01
2,1.276373415045868,-0.7645792052132417,8,0.5791165273950373,1876788.15
2,1.2797582544680919,-0.7645792052132417,8,0.6498974362988751,1947083.3
2,1.283143096431375,-0.7645792052132417,9,0.720678345202713,1898777.07
2,1.2867685793263033,-0.7645792052132417,9,0.7914592541065508,1814806.63
2,1.2918379103521556,-0.7645792052132417,9,0.8622401630103887,1829415.67
2,1.2969072413780078,-0.7645792052132417,9,0.9330210719142266,1746470.56
2,1.3019765724038603,-0.9751628716130417,10,1.0038019808180645,1998321.04
2,1.3070459034297126,-0.9751628716130417,10,1.0745828897219023,1900745.13
2,1.3081736614727817,-0.9751628716130417,10,1.1453637986257401,1847990.41
2,1.3086444919559173,-0.9751628716130417,10,1.2161447075295782,1834458.35
3,1.0887549903248117,-0.3364812707346618,2,-1.473529830816261,461622.22
3,1.0925643036709372,-0.3364812707346618,2,-1.4027489219124232,420728.96
3,1.093710199800933,-0.3364812707346618,2,-1.3319680130085854,421642.19
3,1.0944121905205146,-0.3364812707346618,2,-1.2611871041047473,407204.86
3,1.095114181240096,-0.3364812707346618,3,-1.1904061952009095,415202.04
3,1.0958161745007373,-0.3364812707346618,3,-1.1196252862970717,384200.69
3,1.0914292197516269,-0.3364812707346618,3,-1.0488443773932339,375328.59
3,1.0861941074244006,-0.3364812707346618,3,-0.978063468489396,359949.27
3,1.0809589950971745,-0.349809350886548,4,-0.907282559585558,423294.4
3,1.0757238827699482,-0.349809350886548,4,-0.8365016506817202,415870.28
3,1.0721823920752565,-0.349809350886548,4,-0.7657207417778823,354993.26
3,1.0708990627102584,-0.349809350886548,4,-0.6949398328740445,339976.65
3,1.0696157333452594,-0.349809350886548,4,-0.6241589239702066,361248.39
3,1.0683324039802604,-0.349809350886548,5,-0.5533780150663687,399323.86
3,1.0682926643415027,-0.349809350886548,5,-0.4825971061625308,384357.94
3,1.0757144579780717,-0.349809350886548,5,-0.41181619725869295,343763.17
3,1.0831362541557015,-0.349809350886548,5,-0.3410352883548551,350089.23
3,1.0905580503333305,-0.349809350886548,6,-0.2702543794510172,396968.8
3,1.0979798465109596,-0.349809350886548,6,-0.19947347054717934,355017.09
3,1.0979268120458077,-0.349809350886548,6,-0.12869256164334147,364076.85
3,1.0948838468481796,-0.349809350886548,6,-0.0579116527395036,357346.48
3,1.0918408791094911,-0.34820998126832164,7,0.012869256164334273,381151.72
3,1.088797913911863,-0.34820998126832164,7,0.08365016506817215,349214.18
3,1.0885711802020954,-0.34820998126832164,7,0.15443107397201,352728.78
3,1.0920994218094737,-0.34820998126832164,7,0.2252119828758479,352864.49
3,1.095627663416853,-0.34820998126832164,7,0.29599289177968574,347955.05
3,1.099155905024232,-0.34820998126832164,8,0.3667738006835236,402635.76
3,1.1026841466316104,-0.34820998126832164,8,0.4375547095873615,339597.38
3,1.1016264227456998,-0.34820998126832164,8,0.5083356184911993,351728.21
3,1.100568698859789,-0.34820998126832164,8,0.5791165273950373,362134.09
3,1.099510974973878,-0.34820998126832164,9,0.6498974362988751,366473.97
3,1.0984532485469067,-0.34820998126832164,9,0.720678345202713,352260.97
3,1.099106435666387,-0.34820998126832164,9,0.7914592541065508,363064.64
3,1.1010428047693812,-0.34820998126832164,9,0.8622401630103887,355626.87
3,1.1029791738723744,-0.23198912234387528,10,0.9330210719142266,358784.1
3,1.1049155429753685,-0.23198912234387528,10,1.0038019808180645,395107.35
3,1.106654985003458,-0.23198912234387528,10,1.0745828897219023,345584.39
3,1.107902101721105,-0.23198912234387528,10,1.1453637986257401,348895.98
3,1.109149218438752,-0.23198912234387528,10,1.2161447075295782,348591.74
3,1.110396335156399,-0.23198912234387528,11,1.286925616433416,423175.56
3,1.111643451874046,-0.23198912234387528,11,1.3577065253372538,386635.03
3,1.1086405820635876,-0.23198912234387528,11,1.4284874342410916,372545.32
3,1.1049293790475627,-0.23198912234387528,11,1.4992683431449296,565567.84
3,1.101218176031537,-0.23198912234387528,12,1.5700492520487674,476420.77
3,1.0975069730155111,-0.23198912234387528,12,1.6408301609526053,467642.03
3,1.09587091909933,-0.23198912234387528,12,1.711611069856443,498159.39
3,1.0957912263727672,-0.23198912234387528,12,1.782391978760281,605990.41
3,1.0957115336462044,-0.23198912234387528,12,1.853172887664119,382677.76
3,1.0956318409196417,-0.23891972402285597,1,-1.7566534664316125,378241.34
3,1.0969420750288805,-0.23891972402285597,1,-1.6858725575277747,381061.1
3,1.106591867611866,-0.23891972402285597,1,-1.6150916486239368,350876.7
3,1.1162416601948524,-0.23891972402285597,1,-1.5443107397200988,364866.24
3,1.1258914527778379,-0.23891972402285597,2,-1.473529830816261,438516.53
3,1.1355412453608242,-0.23891972402285597,2,-1.4027489219124232,430526.21
3,1.1436285705867941,-0.23891972402285597,2,-1.3319680130085854,432782.1
3,1.1510909119192296,-0.23891972402285597,2,-1.2611871041047473,397211.19
3,1.1585532532516651,-0.23891972402285597,3,-1.1904061952009095,437084.51
3,1.1660155945841004,-0.23891972402285597,3,-1.1196252862970717,404753.3
3,1.1725754504736827,-0.23891972402285597,3,-1.0488443773932339,392109.51
3,1.1787743132025474,-0.23891972402285597,3,-0.978063468489396,380683.67
3,1.184973175931413,-0.22665789028312097,4,-0.907282559585558,374556.08
3,1.1911720386602778,-0.22665789028312097,4,-0.8365016506817202,384075.31
3,1.1968512546006054,-0.22665789028312097,4,-0.7657207417778823,366250.69
3,1.2012313510285317,-0.22665789028312097,4,-0.6949398328740445,391860.04
3,1.205611449997518,-0.22665789028312097,4,-0.6241589239702066,367405.4
3,1.2099915464254443,-0.22665789028312097,5,-0.5533780150663687,413042.12
3,1.2143716453944304,-0.22665789028312097,5,-0.4825971061625308,386312.68
3,1.208244143256091,-0.22665789028312097,5,-0.41181619725869295,364603.13
3,1.2021166436588118,-0.22665789028312097,5,-0.3410352883548551,369350.6
3,1.1959891415204726,-0.22665789028312097,6,-0.2702543794510172,394507.84
3,1.1898616419231933,-0.22665789028312097,6,-0.19947347054717934,391638.75
3,1.1886261124395592,-0.22665789028312097,6,-0.12869256164334147,403423.34
3,1.1910595637174854,-0.22665789028312097,6,-0.0579116527395036,385520.71
3,1.1934930149954108,-0.2303897527256489,7,0.012869256164334273,368962.72
3,1.1959264662733369,-0.2303897527256489,7,0.08365016506817215,395146.24
3,1.1980876683731505,-0.2303897527256489,7,0.15443107397201,373454.33
3,1.1995682551508657,-0.2303897527256489,7,0.2252119828758479,360617.37
3,1.2010488393875212,-0.2303897527256489,7,0.29599289177968574,345381.29
3,1.2025294236241766,-0.2303897527256489,8,0.3667738006835236,409981.25
3,1.2040100078608313,-0.2303897527256489,8,0.4375547095873615,380376.85
3,1.2056028383448707,-0.2303897527256489,8,0.5083356184911993,379716.91
3,1.2072143735722376,-0.2303897527256489,8,0.5791165273950373,366367.55
3,1.2088259087996038,-0.2303897527256489,9,0.6498974362988751,375988.69
3,1.2104374465680299,-0.2303897527256489,9,0.720678345202713,377347.49
